,Organisation,Scan Date,Scan Point Name,Scan Reference,Supplier Name,Product,Expiration Date,Quantity
210,Notuv - Denk Pharma,2021-08-19 13:39:02,DMO_1001000,3484,Bill Gates Foundation,Metformin,2022-05-06 08:00:00,1
211,Notuv - Denk Pharma,2021-08-19 16:56:45,DMO_1001000,3302,Red Cross,Metformin,2021-12-23 08:00:00,70
212,Notuv - Denk Pharma,2021-08-19 23:07:47,DMO_1001000,3078,Red Cross,Metformin,2022-01-08 08:00:00,92
213,Notuv - Denk Pharma,2021-08-20 01:20:41,DMO_1001000,2777,Red Cross,Metformin,2021-10-29 08:00:00,44
214,Notuv - Denk Pharma,2021-08-20 02:52:42,DMO_1001000,4799,Red Cross,Metformin,2022-06-28 08:00:00,52
215,Notuv - Denk Pharma,2021-08-21 08:13:48,DMO_1001000,4283,Red Cross,Metformin,2023-06-07 08:00:00,10
216,Notuv - Denk Pharma,2021-08-21 19:12:37,DMO_1001000,4121,WHO,Metformin,2023-06-14 08:00:00,48
217,Notuv - Denk Pharma,2021-08-21 23:53:22,DMO_1001000,4457,WHO,Metformin,2022-10-15 08:00:00,34
218,Notuv - Denk Pharma,2021-08-22 08:01:28,DMO_1001000,3892,WHO,Metformin,2022-01-11 08:00:00,1
219,Notuv - Denk Pharma,2021-08-22 18:14:37,DMO_1001000,4192,WHO,Metformin,2022-03-22 08:00:00,24
220,Notuv - Denk Pharma,2021-08-22 23:42:46,DMO_1001000,1615,Bill Gates Foundation,Metformin,2022-11-14 08:00:00,1
221,Notuv - Denk Pharma,2021-08-23 13:47:34,DMO_1001000,4409,Red Cross,Metformin,2022-06-06 08:00:00,261
222,Notuv - Denk Pharma,2021-08-23 14:50:50,DMO_1001000,3970,Bill Gates Foundation,Metformin,2023-07-03 08:00:00,39
223,Notuv - Denk Pharma,2021-08-24 03:43:45,DMO_1001000,4946,Bill Gates Foundation,Metformin,2022-12-09 08:00:00,76
224,Notuv - Denk Pharma,2021-08-24 05:43:08,DMO_1001000,3506,WHO,Metformin,2022-05-17 08:00:00,1
225,Notuv - Denk Pharma,2021-08-24 07:09:21,DMO_1001000,1446,WHO,Metformin,2022-05-10 08:00:00,60
226,Notuv - Denk Pharma,2021-08-24 09:59:45,DMO_1001000,4774,Bill Gates Foundation,Metformin,2022-10-14 08:00:00,197
227,Notuv - Denk Pharma,2021-08-24 18:08:26,DMO_1001000,1515,Bill Gates Foundation,Metformin,2021-11-04 08:00:00,1
228,Notuv - Denk Pharma,2021-08-24 20:17:35,DMO_1001000,2357,WHO,Metformin,2021-12-24 08:00:00,11
229,Notuv - Denk Pharma,2021-08-25 02:57:38,DMO_1001000,2648,Bill Gates Foundation,Metformin,2022-02-14 08:00:00,38
230,Notuv - Denk Pharma,2021-08-25 10:04:06,DMO_1001000,1809,Bill Gates Foundation,Metformin,2023-06-14 08:00:00,114
231,Notuv - Denk Pharma,2021-08-25 11:38:18,DMO_1001000,4121,Red Cross,Metformin,2023-06-13 08:00:00,13
232,Notuv - Denk Pharma,2021-08-25 16:11:53,DMO_1001000,2381,Red Cross,Metformin,2023-04-24 08:00:00,64
233,Notuv - Denk Pharma,2021-08-26 04:47:16,DMO_1001000,4517,Bill Gates Foundation,Metformin,2023-05-29 08:00:00,46
234,Notuv - Denk Pharma,2021-08-26 10:53:50,DMO_1001000,1317,Red Cross,Metformin,2023-03-05 08:00:00,8
235,Notuv - Denk Pharma,2021-08-26 22:01:13,DMO_1001000,2781,WHO,Metformin,2022-11-03 08:00:00,110
236,Notuv - Denk Pharma,2021-08-27 06:50:49,DMO_1001000,3946,Red Cross,Metformin,2022-08-11 08:00:00,93
237,Notuv - Denk Pharma,2021-08-27 15:27:07,DMO_1001000,2652,Bill Gates Foundation,Metformin,2023-05-17 08:00:00,60
238,Notuv - Denk Pharma,2021-08-27 18:42:10,DMO_1001000,1839,Red Cross,Metformin,2023-07-14 08:00:00,70
239,Notuv - Denk Pharma,2021-08-27 18:59:02,DMO_1001000,3627,Red Cross,Metformin,2022-08-10 08:00:00,98
240,Notuv - Denk Pharma,2021-08-27 19:44:03,DMO_1001000,3637,WHO,Metformin,2023-01-17 08:00:00,1
241,Notuv - Denk Pharma,2021-08-27 21:39:06,DMO_1001000,2090,WHO,Metformin,2022-12-09 08:00:00,196
242,Notuv - Denk Pharma,2021-08-27 23:11:06,DMO_1001000,2826,Red Cross,Metformin,2022-02-21 08:00:00,24
243,Notuv - Denk Pharma,2021-08-28 03:23:33,DMO_1001000,4550,WHO,Metformin,2022-05-24 08:00:00,105
244,Notuv - Denk Pharma,2021-08-28 07:06:03,DMO_1001000,4387,Bill Gates Foundation,Metformin,2023-05-07 08:00:00,94
245,Notuv - Denk Pharma,2021-08-29 16:18:20,DMO_1001000,3484,Red Cross,Metformin,2023-06-02 08:00:00,14
246,Notuv - Denk Pharma,2021-08-29 17:25:27,DMO_1001000,2283,Red Cross,Metformin,2022-11-27 08:00:00,1
247,Notuv - Denk Pharma,2021-08-29 20:24:31,DMO_1001000,4328,Bill Gates Foundation,Metformin,2022-06-22 08:00:00,1
248,Notuv - Denk Pharma,2021-08-29 21:58:23,DMO_1001000,4425,Red Cross,Metformin,2023-05-19 08:00:00,108
249,Notuv - Denk Pharma,2021-08-29 22:52:57,DMO_1001000,1673,Red Cross,Metformin,2023-07-22 08:00:00,54
250,Notuv - Denk Pharma,2021-08-30 00:01:41,DMO_1001000,3067,WHO,Metformin,2022-01-15 08:00:00,1
251,Notuv - Denk Pharma,2021-08-30 02:44:07,DMO_1001000,3267,Red Cross,Metformin,2022-03-06 08:00:00,109
252,Notuv - Denk Pharma,2021-08-30 04:08:48,DMO_1001000,2718,WHO,Metformin,2023-06-07 08:00:00,1
253,Notuv - Denk Pharma,2021-08-30 16:23:57,DMO_1001000,2018,Red Cross,Metformin,2022-07-27 08:00:00,5
254,Notuv - Denk Pharma,2021-08-30 17:28:44,DMO_1001000,1414,Red Cross,Metformin,2023-07-08 08:00:00,147
255,Notuv - Denk Pharma,2021-08-31 03:44:00,DMO_1001000,3406,Red Cross,Metformin,2022-04-01 08:00:00,13
256,Notuv - Denk Pharma,2021-08-31 06:33:37,DMO_1001000,3312,WHO,Metformin,2022-05-21 08:00:00,1
257,Notuv - Denk Pharma,2021-08-31 07:04:09,DMO_1001000,1434,Red Cross,Metformin,2022-09-21 08:00:00,52
258,Notuv - Denk Pharma,2021-08-31 07:36:55,DMO_1001000,2155,WHO,Metformin,2022-03-31 08:00:00,30
259,Notuv - Denk Pharma,2021-08-31 09:12:01,DMO_1001000,2090,Red Cross,Metformin,2023-01-31 08:00:00,24
260,Notuv - Denk Pharma,2021-08-31 13:56:32,DMO_1001000,3940,WHO,Metformin,2022-06-23 08:00:00,45
261,Notuv - Denk Pharma,2021-08-31 18:28:46,DMO_1001000,2383,Bill Gates Foundation,Metformin,2022-09-24 08:00:00,15
262,Notuv - Denk Pharma,2021-08-31 19:49:25,DMO_1001000,2545,Red Cross,Metformin,2023-05-19 08:00:00,1
263,Notuv - Denk Pharma,2021-08-31 19:53:06,DMO_1001000,2454,WHO,Metformin,2022-03-19 08:00:00,25
264,Notuv - Denk Pharma,2021-09-02 05:35:44,DMO_1001000,3387,WHO,Metformin,2022-07-05 08:00:00,180
265,Notuv - Denk Pharma,2021-09-02 06:13:04,DMO_1001000,2820,WHO,Metformin,2021-11-17 08:00:00,132
266,Notuv - Denk Pharma,2021-09-02 11:56:19,DMO_1001000,4232,Bill Gates Foundation,Metformin,2022-03-15 08:00:00,101
267,Notuv - Denk Pharma,2021-09-02 12:29:14,DMO_1001000,1500,Bill Gates Foundation,Metformin,2023-07-02 08:00:00,88
268,Notuv - Denk Pharma,2021-09-02 23:46:24,DMO_1001000,2551,WHO,Metformin,2022-09-11 08:00:00,34
269,Notuv - Denk Pharma,2021-09-03 09:43:42,DMO_1001000,3635,Red Cross,Metformin,2022-09-27 08:00:00,1
270,Notuv - Denk Pharma,2021-09-03 11:11:48,DMO_1001000,4385,WHO,Metformin,2023-06-08 08:00:00,5
271,Notuv - Denk Pharma,2021-09-03 18:36:41,DMO_1001000,1427,Bill Gates Foundation,Metformin,2021-10-31 08:00:00,22
272,Notuv - Denk Pharma,2021-09-04 04:44:40,DMO_1001000,3673,Red Cross,Metformin,2022-07-03 08:00:00,95
273,Notuv - Denk Pharma,2021-09-04 12:59:18,DMO_1001000,2435,Red Cross,Metformin,2022-06-09 08:00:00,54
274,Notuv - Denk Pharma,2021-09-04 14:35:33,DMO_1001000,4598,WHO,Metformin,2022-02-27 08:00:00,132
275,Notuv - Denk Pharma,2021-09-04 18:05:27,DMO_1001000,3639,Bill Gates Foundation,Metformin,2023-03-24 08:00:00,109
276,Notuv - Denk Pharma,2021-09-04 18:37:58,DMO_1001000,4085,Red Cross,Metformin,2022-04-12 08:00:00,1
277,Notuv - Denk Pharma,2021-09-04 21:26:15,DMO_1001000,2288,Bill Gates Foundation,Metformin,2023-07-15 08:00:00,108
278,Notuv - Denk Pharma,2021-09-05 04:05:09,DMO_1001000,3328,WHO,Metformin,2022-09-16 08:00:00,38
279,Notuv - Denk Pharma,2021-09-05 06:24:18,DMO_1001000,2712,WHO,Metformin,2022-12-18 08:00:00,1
280,Notuv - Denk Pharma,2021-09-05 09:51:46,DMO_1001000,1333,Bill Gates Foundation,Metformin,2022-12-04 08:00:00,93
281,Notuv - Denk Pharma,2021-09-05 10:03:05,DMO_1001000,4826,WHO,Metformin,2021-12-01 08:00:00,94
282,Notuv - Denk Pharma,2021-09-06 04:03:29,DMO_1001000,4040,Bill Gates Foundation,Metformin,2023-01-31 08:00:00,1
283,Notuv - Denk Pharma,2021-09-06 15:19:16,DMO_1001000,3540,Bill Gates Foundation,Metformin,2023-02-16 08:00:00,15
284,Notuv - Denk Pharma,2021-09-07 00:51:26,DMO_1001000,3219,Red Cross,Metformin,2023-07-08 08:00:00,64
285,Notuv - Denk Pharma,2021-09-07 04:04:20,DMO_1001000,4960,Bill Gates Foundation,Metformin,2022-01-06 08:00:00,1
286,Notuv - Denk Pharma,2021-09-07 09:14:27,DMO_1001000,2109,Bill Gates Foundation,Metformin,2022-07-24 08:00:00,1
287,Notuv - Denk Pharma,2021-09-07 11:05:43,DMO_1001000,1630,Bill Gates Foundation,Metformin,2022-04-13 08:00:00,66
288,Notuv - Denk Pharma,2021-09-07 14:07:44,DMO_1001000,3477,WHO,Metformin,2022-10-06 08:00:00,34
289,Notuv - Denk Pharma,2021-09-07 20:26:46,DMO_1001000,1389,WHO,Metformin,2023-06-08 08:00:00,90
290,Notuv - Denk Pharma,2021-09-07 20:57:53,DMO_1001000,2564,Bill Gates Foundation,Metformin,2023-05-18 08:00:00,139
291,Notuv - Denk Pharma,2021-09-08 09:42:24,DMO_1001000,2823,WHO,Metformin,2022-02-14 08:00:00,70
292,Notuv - Denk Pharma,2021-09-08 10:46:40,DMO_1001000,4481,Red Cross,Metformin,2022-02-07 08:00:00,107
293,Notuv - Denk Pharma,2021-09-08 13:15:31,DMO_1001000,1436,Red Cross,Metformin,2023-06-04 08:00:00,75
294,Notuv - Denk Pharma,2021-09-08 16:35:23,DMO_1001000,1595,WHO,Metformin,2023-05-03 08:00:00,38
295,Notuv - Denk Pharma,2021-09-08 20:35:01,DMO_1001000,3434,Red Cross,Metformin,2022-07-30 08:00:00,48
296,Notuv - Denk Pharma,2021-09-08 22:33:35,DMO_1001000,4162,Red Cross,Metformin,2022-02-14 08:00:00,1
297,Notuv - Denk Pharma,2021-09-10 02:03:28,DMO_1001000,2007,WHO,Metformin,2021-11-05 08:00:00,51
298,Notuv - Denk Pharma,2021-09-10 03:05:20,DMO_1001000,3505,Bill Gates Foundation,Metformin,2023-02-13 08:00:00,104
299,Notuv - Denk Pharma,2021-09-10 07:39:21,DMO_1001000,2196,Bill Gates Foundation,Metformin,2021-12-20 08:00:00,58
300,Notuv - Denk Pharma,2021-09-10 16:23:06,DMO_1001000,3204,Red Cross,Metformin,2023-03-09 08:00:00,76
301,Notuv - Denk Pharma,2021-09-11 00:12:49,DMO_1001000,1161,Red Cross,Metformin,2022-12-02 08:00:00,1
302,Notuv - Denk Pharma,2021-09-11 00:34:33,DMO_1001000,3195,Bill Gates Foundation,Metformin,2023-01-23 08:00:00,156
303,Notuv - Denk Pharma,2021-09-11 04:57:38,DMO_1001000,4132,Bill Gates Foundation,Metformin,2022-04-22 08:00:00,120
304,Notuv - Denk Pharma,2021-09-11 11:09:36,DMO_1001000,2202,Bill Gates Foundation,Metformin,2022-11-06 08:00:00,74
305,Notuv - Denk Pharma,2021-09-11 14:23:11,DMO_1001000,2491,WHO,Metformin,2022-11-12 08:00:00,1
306,Notuv - Denk Pharma,2021-09-12 01:16:02,DMO_1001000,1911,Bill Gates Foundation,Metformin,2022-02-19 08:00:00,129
307,Notuv - Denk Pharma,2021-09-12 09:30:02,DMO_1001000,3832,Bill Gates Foundation,Metformin,2022-05-07 08:00:00,1
308,Notuv - Denk Pharma,2021-09-12 10:23:42,DMO_1001000,2979,Bill Gates Foundation,Metformin,2023-06-04 08:00:00,79
309,Notuv - Denk Pharma,2021-09-12 21:02:27,DMO_1001000,3066,Bill Gates Foundation,Metformin,2022-07-04 08:00:00,33
310,Notuv - Denk Pharma,2021-09-12 23:55:53,DMO_1001000,1445,Bill Gates Foundation,Metformin,2023-05-19 08:00:00,160
311,Notuv - Denk Pharma,2021-09-13 07:59:27,DMO_1001000,4516,Red Cross,Metformin,2023-04-30 08:00:00,114
312,Notuv - Denk Pharma,2021-09-13 08:39:11,DMO_1001000,2677,Bill Gates Foundation,Metformin,2023-02-05 08:00:00,116
313,Notuv - Denk Pharma,2021-09-13 10:55:09,DMO_1001000,3718,Red Cross,Metformin,2022-02-06 08:00:00,1
314,Notuv - Denk Pharma,2021-09-13 12:30:05,DMO_1001000,4787,WHO,Metformin,2022-02-21 08:00:00,117
315,Notuv - Denk Pharma,2021-09-13 20:12:08,DMO_1001000,2320,Bill Gates Foundation,Metformin,2022-03-14 08:00:00,80
316,Notuv - Denk Pharma,2021-09-14 08:06:20,DMO_1001000,3042,Bill Gates Foundation,Metformin,2021-11-19 08:00:00,1
317,Notuv - Denk Pharma,2021-09-14 08:07:53,DMO_1001000,2258,WHO,Metformin,2022-11-12 08:00:00,1
318,Notuv - Denk Pharma,2021-09-14 10:11:09,DMO_1001000,3435,Red Cross,Metformin,2023-07-13 08:00:00,23
319,Notuv - Denk Pharma,2021-09-14 18:16:02,DMO_1001000,3829,Red Cross,Metformin,2022-01-07 08:00:00,58
320,Notuv - Denk Pharma,2021-09-14 22:23:27,DMO_1001000,4305,Red Cross,Metformin,2023-06-06 08:00:00,60
321,Notuv - Denk Pharma,2021-09-15 09:27:28,DMO_1001000,3587,WHO,Metformin,2022-04-08 08:00:00,9
322,Notuv - Denk Pharma,2021-09-15 09:33:41,DMO_1001000,3534,WHO,Metformin,2022-03-09 08:00:00,71
323,Notuv - Denk Pharma,2021-09-15 11:38:59,DMO_1001000,1499,Bill Gates Foundation,Metformin,2023-05-31 08:00:00,1
324,Notuv - Denk Pharma,2021-09-15 18:16:32,DMO_1001000,1835,Red Cross,Metformin,2023-03-12 08:00:00,131
325,Notuv - Denk Pharma,2021-09-16 01:28:02,DMO_1001000,4461,Red Cross,Metformin,2022-06-20 08:00:00,1
326,Notuv - Denk Pharma,2021-09-16 04:43:14,DMO_1001000,2866,Bill Gates Foundation,Metformin,2022-02-21 08:00:00,40
327,Notuv - Denk Pharma,2021-09-16 14:36:33,DMO_1001000,3265,Red Cross,Metformin,2023-05-04 08:00:00,61
328,Notuv - Denk Pharma,2021-09-16 15:45:11,DMO_1001000,3398,Red Cross,Metformin,2022-07-25 08:00:00,19
329,Notuv - Denk Pharma,2021-09-16 22:55:40,DMO_1001000,1183,Bill Gates Foundation,Metformin,2023-06-30 08:00:00,1
330,Notuv - Denk Pharma,2021-09-16 23:12:51,DMO_1001000,4165,WHO,Metformin,2022-09-30 08:00:00,107
331,Notuv - Denk Pharma,2021-09-17 12:55:12,DMO_1001000,1618,Bill Gates Foundation,Metformin,2022-01-19 08:00:00,60
332,Notuv - Denk Pharma,2021-09-18 07:18:46,DMO_1001000,4298,Bill Gates Foundation,Metformin,2022-04-13 08:00:00,75
333,Notuv - Denk Pharma,2021-09-18 09:32:18,DMO_1001000,3079,Bill Gates Foundation,Metformin,2021-11-30 08:00:00,141
334,Notuv - Denk Pharma,2021-09-18 13:36:16,DMO_1001000,3536,Red Cross,Metformin,2022-05-08 08:00:00,96
335,Notuv - Denk Pharma,2021-09-18 21:35:03,DMO_1001000,1648,Red Cross,Metformin,2023-04-19 08:00:00,4
336,Notuv - Denk Pharma,2021-09-19 23:19:56,DMO_1001000,4314,Bill Gates Foundation,Metformin,2023-07-15 08:00:00,37
337,Notuv - Denk Pharma,2021-09-20 03:10:42,DMO_1001000,1321,Bill Gates Foundation,Metformin,2021-11-11 08:00:00,148
338,Notuv - Denk Pharma,2021-09-20 05:06:21,DMO_1001000,4923,Red Cross,Metformin,2022-04-20 08:00:00,91
339,Notuv - Denk Pharma,2021-09-20 06:52:08,DMO_1001000,2356,Red Cross,Metformin,2022-07-10 08:00:00,50
340,Notuv - Denk Pharma,2021-09-21 01:35:26,DMO_1001000,3598,WHO,Metformin,2023-01-17 08:00:00,12
341,Notuv - Denk Pharma,2021-09-21 01:45:22,DMO_1001000,1526,Bill Gates Foundation,Metformin,2023-04-26 08:00:00,9
342,Notuv - Denk Pharma,2021-09-21 03:00:30,DMO_1001000,1345,Bill Gates Foundation,Metformin,2023-07-20 08:00:00,30
343,Notuv - Denk Pharma,2021-09-21 05:12:42,DMO_1001000,4927,Red Cross,Metformin,2023-01-19 08:00:00,101
344,Notuv - Denk Pharma,2021-09-21 13:44:54,DMO_1001000,4178,Red Cross,Metformin,2022-07-06 08:00:00,59
345,Notuv - Denk Pharma,2021-09-21 14:56:11,DMO_1001000,2056,WHO,Metformin,2022-01-23 08:00:00,12
346,Notuv - Denk Pharma,2021-09-21 16:19:44,DMO_1001000,3689,WHO,Metformin,2023-03-03 08:00:00,1
347,Notuv - Denk Pharma,2021-09-21 20:27:14,DMO_1001000,1977,WHO,Metformin,2023-05-20 08:00:00,142
348,Notuv - Denk Pharma,2021-09-22 09:49:43,DMO_1001000,2719,Bill Gates Foundation,Metformin,2023-06-15 08:00:00,1
349,Notuv - Denk Pharma,2021-09-22 19:31:29,DMO_1001000,1716,Bill Gates Foundation,Metformin,2022-05-21 08:00:00,80
350,Notuv - Denk Pharma,2021-09-23 02:14:39,DMO_1001000,1132,Bill Gates Foundation,Metformin,2023-06-28 08:00:00,1
351,Notuv - Denk Pharma,2021-09-23 02:21:23,DMO_1001000,1517,WHO,Metformin,2022-04-18 08:00:00,1
352,Notuv - Denk Pharma,2021-09-23 02:46:30,DMO_1001000,3889,Red Cross,Metformin,2022-07-08 08:00:00,14
353,Notuv - Denk Pharma,2021-09-23 04:19:35,DMO_1001000,1879,Red Cross,Metformin,2022-09-21 08:00:00,37
354,Notuv - Denk Pharma,2021-09-23 11:41:44,DMO_1001000,1095,Bill Gates Foundation,Metformin,2022-09-13 08:00:00,15
355,Notuv - Denk Pharma,2021-09-24 08:19:03,DMO_1001000,3152,WHO,Metformin,2022-06-06 08:00:00,134
356,Notuv - Denk Pharma,2021-09-24 12:17:08,DMO_1001000,3428,Bill Gates Foundation,Metformin,2022-03-30 08:00:00,11
357,Notuv - Denk Pharma,2021-09-24 12:36:51,DMO_1001000,1841,Red Cross,Metformin,2022-07-18 08:00:00,85
358,Notuv - Denk Pharma,2021-09-24 16:42:16,DMO_1001000,3956,WHO,Metformin,2022-09-20 08:00:00,1
359,Notuv - Denk Pharma,2021-09-25 01:37:24,DMO_1001000,3215,WHO,Metformin,2022-08-12 08:00:00,55
360,Notuv - Denk Pharma,2021-09-25 05:55:16,DMO_1001000,4289,Red Cross,Metformin,2023-02-27 08:00:00,74
361,Notuv - Denk Pharma,2021-09-25 07:07:00,DMO_1001000,1082,WHO,Metformin,2021-12-22 08:00:00,100
362,Notuv - Denk Pharma,2021-09-25 12:05:02,DMO_1001000,2884,WHO,Metformin,2022-05-13 08:00:00,47
363,Notuv - Denk Pharma,2021-09-25 15:57:02,DMO_1001000,4097,Red Cross,Metformin,2022-10-07 08:00:00,1
364,Notuv - Denk Pharma,2021-09-26 00:17:09,DMO_1001000,3831,Red Cross,Metformin,2022-10-05 08:00:00,79
365,Notuv - Denk Pharma,2021-09-26 05:47:30,DMO_1001000,3457,Bill Gates Foundation,Metformin,2022-10-02 08:00:00,2
366,Notuv - Denk Pharma,2021-09-26 15:13:20,DMO_1001000,3128,WHO,Metformin,2022-06-27 08:00:00,1
367,Notuv - Denk Pharma,2021-09-26 20:58:20,DMO_1001000,3169,Bill Gates Foundation,Metformin,2022-08-19 08:00:00,1
368,Notuv - Denk Pharma,2021-09-26 23:39:31,DMO_1001000,1427,Bill Gates Foundation,Metformin,2023-03-26 08:00:00,63
369,Notuv - Denk Pharma,2021-09-27 02:55:37,DMO_1001000,3441,Red Cross,Metformin,2022-09-28 08:00:00,157
370,Notuv - Denk Pharma,2021-09-27 10:03:21,DMO_1001000,3297,Red Cross,Metformin,2023-03-26 08:00:00,83
371,Notuv - Denk Pharma,2021-09-27 11:39:38,DMO_1001000,4877,Red Cross,Metformin,2022-11-24 08:00:00,51
372,Notuv - Denk Pharma,2021-09-27 12:15:59,DMO_1001000,1936,Red Cross,Metformin,2022-01-15 08:00:00,81
373,Notuv - Denk Pharma,2021-09-27 16:29:24,DMO_1001000,4189,Bill Gates Foundation,Metformin,2022-05-03 08:00:00,55
374,Notuv - Denk Pharma,2021-09-27 18:11:11,DMO_1001000,4212,Bill Gates Foundation,Metformin,2022-01-28 08:00:00,1
375,Notuv - Denk Pharma,2021-09-27 21:47:39,DMO_1001000,1562,Red Cross,Metformin,2022-12-25 08:00:00,69
376,Notuv - Denk Pharma,2021-09-28 07:29:52,DMO_1001000,3857,WHO,Metformin,2022-09-26 08:00:00,1
377,Notuv - Denk Pharma,2021-09-29 02:15:09,DMO_1001000,2785,WHO,Metformin,2022-08-26 08:00:00,52
378,Notuv - Denk Pharma,2021-09-29 03:32:46,DMO_1001000,1166,WHO,Metformin,2022-01-17 08:00:00,12
379,Notuv - Denk Pharma,2021-09-29 06:56:29,DMO_1001000,3517,Red Cross,Metformin,2022-05-01 08:00:00,6
380,Notuv - Denk Pharma,2021-09-29 08:30:30,DMO_1001000,2922,WHO,Metformin,2022-04-17 08:00:00,40
381,Notuv - Denk Pharma,2021-09-29 11:33:52,DMO_1001000,1481,Bill Gates Foundation,Metformin,2022-11-04 08:00:00,1
382,Notuv - Denk Pharma,2021-09-29 20:24:47,DMO_1001000,2214,WHO,Metformin,2022-09-09 08:00:00,26
383,Notuv - Denk Pharma,2021-09-29 21:10:08,DMO_1001000,4126,WHO,Metformin,2022-04-20 08:00:00,12
384,Notuv - Denk Pharma,2021-09-30 00:47:00,DMO_1001000,1372,Bill Gates Foundation,Metformin,2023-02-15 08:00:00,122
385,Notuv - Denk Pharma,2021-09-30 02:21:39,DMO_1001000,3579,WHO,Metformin,2022-03-10 08:00:00,1
386,Notuv - Denk Pharma,2021-09-30 12:38:16,DMO_1001000,4265,Red Cross,Metformin,2023-01-29 08:00:00,86
387,Notuv - Denk Pharma,2021-09-30 16:07:21,DMO_1001000,1198,Red Cross,Metformin,2022-04-16 08:00:00,36
388,Notuv - Denk Pharma,2021-10-01 20:39:29,DMO_1001000,1783,Red Cross,Metformin,2023-06-16 08:00:00,46
389,Notuv - Denk Pharma,2021-10-01 23:52:35,DMO_1001000,4513,Red Cross,Metformin,2023-04-25 08:00:00,34
390,Notuv - Denk Pharma,2021-10-02 18:47:12,DMO_1001000,2763,WHO,Metformin,2022-10-27 08:00:00,1
391,Notuv - Denk Pharma,2021-10-03 01:28:51,DMO_1001000,3559,WHO,Metformin,2021-12-30 08:00:00,88
392,Notuv - Denk Pharma,2021-10-03 15:46:18,DMO_1001000,1570,Bill Gates Foundation,Metformin,2022-05-06 08:00:00,168
393,Notuv - Denk Pharma,2021-10-03 16:52:36,DMO_1001000,3709,Red Cross,Metformin,2023-05-11 08:00:00,47
394,Notuv - Denk Pharma,2021-10-03 18:13:20,DMO_1001000,3685,Bill Gates Foundation,Metformin,2022-06-28 08:00:00,102
395,Notuv - Denk Pharma,2021-10-04 00:31:38,DMO_1001000,1386,WHO,Metformin,2023-04-21 08:00:00,65
396,Notuv - Denk Pharma,2021-10-04 00:55:16,DMO_1001000,1742,WHO,Metformin,2022-11-01 08:00:00,101
397,Notuv - Denk Pharma,2021-10-04 03:38:00,DMO_1001000,4052,Bill Gates Foundation,Metformin,2022-08-17 08:00:00,1
398,Notuv - Denk Pharma,2021-10-04 10:22:54,DMO_1001000,4890,Red Cross,Metformin,2023-05-19 08:00:00,1
399,Notuv - Denk Pharma,2021-10-04 19:21:04,DMO_1001000,4599,Bill Gates Foundation,Metformin,2022-07-20 08:00:00,58
400,Notuv - Denk Pharma,2021-10-05 00:45:11,DMO_1001000,4280,WHO,Metformin,2022-04-04 08:00:00,21
401,Notuv - Denk Pharma,2021-10-05 00:55:24,DMO_1001000,3839,WHO,Metformin,2023-04-16 08:00:00,33
402,Notuv - Denk Pharma,2021-10-05 07:05:28,DMO_1001000,1934,Red Cross,Metformin,2021-11-20 08:00:00,1
403,Notuv - Denk Pharma,2021-10-05 10:42:45,DMO_1001000,1779,Bill Gates Foundation,Metformin,2023-04-29 08:00:00,17
404,Notuv - Denk Pharma,2021-10-05 11:26:34,DMO_1001000,2820,Bill Gates Foundation,Metformin,2022-09-10 08:00:00,4
405,Notuv - Denk Pharma,2021-10-05 15:10:40,DMO_1001000,2935,WHO,Metformin,2022-03-17 08:00:00,70
406,Notuv - Denk Pharma,2021-10-06 01:12:36,DMO_1001000,2101,Bill Gates Foundation,Metformin,2023-02-07 08:00:00,10
407,Notuv - Denk Pharma,2021-10-06 02:20:46,DMO_1001000,4230,WHO,Metformin,2022-01-01 08:00:00,50
408,Notuv - Denk Pharma,2021-10-06 04:43:08,DMO_1001000,4907,WHO,Metformin,2022-08-04 08:00:00,1
409,Notuv - Denk Pharma,2021-10-06 19:45:53,DMO_1001000,2986,Red Cross,Metformin,2023-05-28 08:00:00,63
410,Notuv - Denk Pharma,2021-10-06 23:54:57,DMO_1001000,4027,Bill Gates Foundation,Metformin,2022-03-31 08:00:00,56
411,Notuv - Denk Pharma,2021-10-07 00:46:53,DMO_1001000,4739,Red Cross,Metformin,2022-08-25 08:00:00,67
412,Notuv - Denk Pharma,2021-10-07 02:47:22,DMO_1001000,3433,Bill Gates Foundation,Metformin,2023-06-28 08:00:00,57
413,Notuv - Denk Pharma,2021-10-07 05:15:27,DMO_1001000,2979,WHO,Metformin,2022-01-20 08:00:00,82
414,Notuv - Denk Pharma,2021-10-07 14:59:55,DMO_1001000,3306,Red Cross,Metformin,2022-05-05 08:00:00,33
415,Notuv - Denk Pharma,2021-10-07 23:32:25,DMO_1001000,4949,Bill Gates Foundation,Metformin,2022-08-18 08:00:00,1
416,Notuv - Denk Pharma,2021-10-08 02:13:43,DMO_1001000,2558,Red Cross,Metformin,2022-05-28 08:00:00,1
417,Notuv - Denk Pharma,2021-10-08 13:07:14,DMO_1001000,4075,Bill Gates Foundation,Metformin,2022-09-28 08:00:00,1
418,Notuv - Denk Pharma,2021-10-08 15:24:14,DMO_1001000,3378,WHO,Metformin,2022-03-08 08:00:00,47
419,Notuv - Denk Pharma,2021-10-08 22:29:53,DMO_1001000,3143,WHO,Metformin,2023-01-24 08:00:00,1
420,Notuv - Denk Pharma,2021-10-09 02:13:29,DMO_1001000,4184,Red Cross,Metformin,2023-05-07 08:00:00,18
