Organisation,Scan Date,Scan Point Name,Scan Reference,Supplier Name,Product,Expiration Date,Quantity
Notuv - Denk Pharma,2021-08-17 04:55:14,DMO_1001000,3696,Bill Gates Foundation,Metformin,2022-10-25 08:00:00,3
Notuv - Denk Pharma,2021-08-17 19:37:53,DMO_1001000,2021,Bill Gates Foundation,Metformin,2022-02-17 08:00:00,32
Notuv - Denk Pharma,2021-08-17 20:08:28,DMO_1001000,4306,Red Cross,Metformin,2023-05-21 08:00:00,1
Notuv - Denk Pharma,2021-08-17 20:18:34,DMO_1001000,3616,Bill Gates Foundation,Metformin,2023-05-01 08:00:00,23
Notuv - Denk Pharma,2021-08-17 23:11:21,DMO_1001000,1201,Red Cross,Metformin,2022-02-27 08:00:00,29
Notuv - Denk Pharma,2021-08-18 01:19:01,DMO_1001000,1779,Bill Gates Foundation,Metformin,2022-03-18 08:00:00,8
Notuv - Denk Pharma,2021-08-18 08:24:48,DMO_1001000,2989,Red Cross,Metformin,2022-10-27 08:00:00,24
Notuv - Denk Pharma,2021-08-19 03:33:22,DMO_1001000,4015,WHO,Metformin,2022-04-02 08:00:00,4
Notuv - Denk Pharma,2021-08-19 06:35:21,DMO_1001000,3257,Bill Gates Foundation,Metformin,2022-02-07 08:00:00,22
Notuv - Denk Pharma,2021-08-19 08:17:32,DMO_1001000,1341,WHO,Metformin,2023-07-07 08:00:00,2
Notuv - Denk Pharma,2021-08-19 10:18:44,DMO_1001000,1600,Bill Gates Foundation,Metformin,2022-01-05 08:00:00,37
Notuv - Denk Pharma,2021-08-19 14:44:29,DMO_1001000,4756,WHO,Metformin,2023-05-04 08:00:00,1
Notuv - Denk Pharma,2021-08-19 18:36:16,DMO_1001000,3019,Red Cross,Metformin,2023-02-26 08:00:00,15
Notuv - Denk Pharma,2021-08-19 21:32:59,DMO_1001000,2850,Red Cross,Metformin,2021-11-12 08:00:00,13
Notuv - Denk Pharma,2021-08-20 05:53:13,DMO_1001000,1957,Red Cross,Metformin,2021-12-07 08:00:00,21
Notuv - Denk Pharma,2021-08-20 06:47:44,DMO_1001000,1919,Red Cross,Metformin,2021-12-03 08:00:00,3
Notuv - Denk Pharma,2021-08-20 11:44:26,DMO_1001000,4979,WHO,Metformin,2021-10-30 08:00:00,48
Notuv - Denk Pharma,2021-08-20 15:07:06,DMO_1001000,4754,Red Cross,Metformin,2023-06-11 08:00:00,18
Notuv - Denk Pharma,2021-08-21 00:37:47,DMO_1001000,4151,Red Cross,Metformin,2023-03-15 08:00:00,1
Notuv - Denk Pharma,2021-08-21 11:14:55,DMO_1001000,4041,Red Cross,Metformin,2023-01-22 08:00:00,29
Notuv - Denk Pharma,2021-08-21 14:23:19,DMO_1001000,3061,Bill Gates Foundation,Metformin,2022-04-15 08:00:00,19
Notuv - Denk Pharma,2021-08-21 16:49:07,DMO_1001000,4215,Red Cross,Metformin,2021-11-15 08:00:00,21
Notuv - Denk Pharma,2021-08-22 17:14:42,DMO_1001000,1420,Bill Gates Foundation,Metformin,2022-12-25 08:00:00,17
Notuv - Denk Pharma,2021-08-22 17:18:38,DMO_1001000,2220,Bill Gates Foundation,Metformin,2023-04-01 08:00:00,11
Notuv - Denk Pharma,2021-08-22 18:17:54,DMO_1001000,1175,WHO,Metformin,2021-12-01 08:00:00,41
Notuv - Denk Pharma,2021-08-23 01:57:14,DMO_1001000,3048,Red Cross,Metformin,2022-12-07 08:00:00,10
Notuv - Denk Pharma,2021-08-23 02:04:04,DMO_1001000,1181,WHO,Metformin,2022-08-17 08:00:00,5
Notuv - Denk Pharma,2021-08-23 10:06:24,DMO_1001000,3445,Red Cross,Metformin,2023-06-11 08:00:00,26
Notuv - Denk Pharma,2021-08-23 19:17:50,DMO_1001000,4701,Bill Gates Foundation,Metformin,2022-12-22 08:00:00,18
Notuv - Denk Pharma,2021-08-23 23:20:35,DMO_1001000,2435,Red Cross,Metformin,2022-03-13 08:00:00,38
Notuv - Denk Pharma,2021-08-24 04:20:17,DMO_1001000,3133,WHO,Metformin,2022-08-21 08:00:00,21
Notuv - Denk Pharma,2021-08-24 10:22:11,DMO_1001000,1334,Bill Gates Foundation,Metformin,2022-04-12 08:00:00,14
Notuv - Denk Pharma,2021-08-24 14:04:48,DMO_1001000,1667,Red Cross,Metformin,2022-07-26 08:00:00,6
Notuv - Denk Pharma,2021-08-24 16:16:44,DMO_1001000,2999,Bill Gates Foundation,Metformin,2023-07-17 08:00:00,26
Notuv - Denk Pharma,2021-08-24 19:10:53,DMO_1001000,3635,Bill Gates Foundation,Metformin,2023-06-28 08:00:00,26
Notuv - Denk Pharma,2021-08-25 12:58:54,DMO_1001000,3886,Red Cross,Metformin,2022-06-05 08:00:00,39
Notuv - Denk Pharma,2021-08-25 16:36:10,DMO_1001000,2946,Red Cross,Metformin,2023-03-01 08:00:00,26
Notuv - Denk Pharma,2021-08-25 23:49:18,DMO_1001000,4788,Red Cross,Metformin,2022-12-22 08:00:00,1
Notuv - Denk Pharma,2021-08-26 05:20:28,DMO_1001000,4798,WHO,Metformin,2022-09-21 08:00:00,20
Notuv - Denk Pharma,2021-08-26 10:21:59,DMO_1001000,4823,WHO,Metformin,2023-06-30 08:00:00,19
Notuv - Denk Pharma,2021-08-26 11:42:01,DMO_1001000,3351,Red Cross,Metformin,2022-12-20 08:00:00,8
Notuv - Denk Pharma,2021-08-26 13:02:57,DMO_1001000,1473,Bill Gates Foundation,Metformin,2023-01-20 08:00:00,19
Notuv - Denk Pharma,2021-08-26 19:50:46,DMO_1001000,1536,WHO,Metformin,2021-11-12 08:00:00,38
Notuv - Denk Pharma,2021-08-26 21:18:06,DMO_1001000,2094,Bill Gates Foundation,Metformin,2022-12-12 08:00:00,76
Notuv - Denk Pharma,2021-08-27 08:48:17,DMO_1001000,3415,WHO,Metformin,2023-02-28 08:00:00,16
Notuv - Denk Pharma,2021-08-27 13:53:36,DMO_1001000,1731,Bill Gates Foundation,Metformin,2022-07-11 08:00:00,53
Notuv - Denk Pharma,2021-08-27 16:37:03,DMO_1001000,2965,WHO,Metformin,2023-05-04 08:00:00,6
Notuv - Denk Pharma,2021-08-27 17:05:11,DMO_1001000,3832,Bill Gates Foundation,Metformin,2022-06-13 08:00:00,27
Notuv - Denk Pharma,2021-08-28 10:23:51,DMO_1001000,3572,Bill Gates Foundation,Metformin,2022-07-29 08:00:00,40
Notuv - Denk Pharma,2021-08-28 11:46:03,DMO_1001000,2565,Bill Gates Foundation,Metformin,2023-06-15 08:00:00,1
Notuv - Denk Pharma,2021-08-28 19:59:21,DMO_1001000,2593,Red Cross,Metformin,2022-03-20 08:00:00,29
Notuv - Denk Pharma,2021-08-29 02:15:11,DMO_1001000,4547,Bill Gates Foundation,Metformin,2022-10-07 08:00:00,9
Notuv - Denk Pharma,2021-08-29 03:07:17,DMO_1001000,1456,Bill Gates Foundation,Metformin,2023-02-18 08:00:00,1
Notuv - Denk Pharma,2021-08-29 07:16:25,DMO_1001000,1766,Bill Gates Foundation,Metformin,2023-04-11 08:00:00,16
Notuv - Denk Pharma,2021-08-29 19:59:34,DMO_1001000,3505,Red Cross,Metformin,2023-06-01 08:00:00,20
Notuv - Denk Pharma,2021-08-31 03:48:43,DMO_1001000,3536,Bill Gates Foundation,Metformin,2022-07-11 08:00:00,26
Notuv - Denk Pharma,2021-08-31 05:57:34,DMO_1001000,2646,Bill Gates Foundation,Metformin,2022-03-26 08:00:00,58
Notuv - Denk Pharma,2021-08-31 09:13:48,DMO_1001000,1737,WHO,Metformin,2022-03-06 08:00:00,42
Notuv - Denk Pharma,2021-08-31 09:50:01,DMO_1001000,1487,Red Cross,Metformin,2022-08-12 08:00:00,5
Notuv - Denk Pharma,2021-08-31 12:48:44,DMO_1001000,4888,Bill Gates Foundation,Metformin,2023-07-06 08:00:00,19
Notuv - Denk Pharma,2021-08-31 15:43:42,DMO_1001000,1621,WHO,Metformin,2023-05-11 08:00:00,1
Notuv - Denk Pharma,2021-08-31 19:48:17,DMO_1001000,1528,Bill Gates Foundation,Metformin,2022-05-10 08:00:00,14
Notuv - Denk Pharma,2021-09-01 04:12:23,DMO_1001000,2458,WHO,Metformin,2022-12-11 08:00:00,8
Notuv - Denk Pharma,2021-09-01 05:36:16,DMO_1001000,2569,WHO,Metformin,2023-04-02 08:00:00,8
Notuv - Denk Pharma,2021-09-01 20:31:35,DMO_1001000,3166,WHO,Metformin,2023-07-14 08:00:00,28
Notuv - Denk Pharma,2021-09-01 22:14:21,DMO_1001000,3056,Bill Gates Foundation,Metformin,2022-07-22 08:00:00,1
Notuv - Denk Pharma,2021-09-02 20:25:31,DMO_1001000,4361,Red Cross,Metformin,2022-04-21 08:00:00,51
Notuv - Denk Pharma,2021-09-02 23:37:38,DMO_1001000,1475,Red Cross,Metformin,2023-02-25 08:00:00,20
Notuv - Denk Pharma,2021-09-03 11:09:55,DMO_1001000,4928,Red Cross,Metformin,2022-09-07 08:00:00,24
Notuv - Denk Pharma,2021-09-03 12:28:07,DMO_1001000,2414,WHO,Metformin,2023-04-15 08:00:00,9
Notuv - Denk Pharma,2021-09-04 00:21:01,DMO_1001000,1050,Bill Gates Foundation,Metformin,2022-05-25 08:00:00,29
Notuv - Denk Pharma,2021-09-04 01:05:48,DMO_1001000,4422,Red Cross,Metformin,2022-12-23 08:00:00,16
Notuv - Denk Pharma,2021-09-04 05:31:24,DMO_1001000,1789,Red Cross,Metformin,2021-11-11 08:00:00,31
Notuv - Denk Pharma,2021-09-04 11:35:05,DMO_1001000,3293,Red Cross,Metformin,2022-03-06 08:00:00,25
Notuv - Denk Pharma,2021-09-04 15:25:09,DMO_1001000,4593,WHO,Metformin,2022-08-12 08:00:00,1
Notuv - Denk Pharma,2021-09-04 19:21:03,DMO_1001000,2747,WHO,Metformin,2023-01-21 08:00:00,51
Notuv - Denk Pharma,2021-09-04 23:23:16,DMO_1001000,3750,Red Cross,Metformin,2023-02-06 08:00:00,21
Notuv - Denk Pharma,2021-09-05 19:25:04,DMO_1001000,4322,WHO,Metformin,2022-06-02 08:00:00,39
Notuv - Denk Pharma,2021-09-05 23:12:36,DMO_1001000,1354,Bill Gates Foundation,Metformin,2021-11-09 08:00:00,22
Notuv - Denk Pharma,2021-09-06 18:40:19,DMO_1001000,3546,Red Cross,Metformin,2022-05-04 08:00:00,44
Notuv - Denk Pharma,2021-09-07 01:32:32,DMO_1001000,1189,Red Cross,Metformin,2022-12-27 08:00:00,40
Notuv - Denk Pharma,2021-09-07 08:44:54,DMO_1001000,4240,Bill Gates Foundation,Metformin,2022-02-13 08:00:00,29
Notuv - Denk Pharma,2021-09-07 09:29:52,DMO_1001000,1272,Red Cross,Metformin,2023-04-24 08:00:00,40
Notuv - Denk Pharma,2021-09-07 11:17:14,DMO_1001000,4331,Bill Gates Foundation,Metformin,2022-03-28 08:00:00,49
Notuv - Denk Pharma,2021-09-07 11:54:51,DMO_1001000,2445,WHO,Metformin,2022-12-19 08:00:00,2
Notuv - Denk Pharma,2021-09-07 15:16:37,DMO_1001000,3379,Bill Gates Foundation,Metformin,2021-11-05 08:00:00,25
Notuv - Denk Pharma,2021-09-07 15:41:09,DMO_1001000,4906,WHO,Metformin,2022-10-20 08:00:00,22
Notuv - Denk Pharma,2021-09-07 16:01:06,DMO_1001000,4262,Bill Gates Foundation,Metformin,2023-07-18 08:00:00,26
Notuv - Denk Pharma,2021-09-07 17:46:49,DMO_1001000,4657,Red Cross,Metformin,2023-01-28 08:00:00,32
Notuv - Denk Pharma,2021-09-07 17:59:03,DMO_1001000,4051,Red Cross,Metformin,2022-01-03 08:00:00,11
Notuv - Denk Pharma,2021-09-07 21:30:56,DMO_1001000,1949,Bill Gates Foundation,Metformin,2023-07-13 08:00:00,3
Notuv - Denk Pharma,2021-09-08 05:43:52,DMO_1001000,2614,WHO,Metformin,2022-03-31 08:00:00,10
Notuv - Denk Pharma,2021-09-08 23:20:15,DMO_1001000,2794,WHO,Metformin,2022-12-28 08:00:00,35
Notuv - Denk Pharma,2021-09-09 04:10:02,DMO_1001000,2323,WHO,Metformin,2023-03-01 08:00:00,14
Notuv - Denk Pharma,2021-09-09 15:05:01,DMO_1001000,1347,Bill Gates Foundation,Metformin,2022-07-01 08:00:00,22
Notuv - Denk Pharma,2021-09-09 17:45:42,DMO_1001000,1370,Bill Gates Foundation,Metformin,2021-12-13 08:00:00,1
Notuv - Denk Pharma,2021-09-09 20:21:06,DMO_1001000,3910,WHO,Metformin,2022-02-09 08:00:00,1
Notuv - Denk Pharma,2021-09-09 22:48:29,DMO_1001000,3773,WHO,Metformin,2023-03-01 08:00:00,36
Notuv - Denk Pharma,2021-09-09 23:39:24,DMO_1001000,1874,Bill Gates Foundation,Metformin,2023-03-21 08:00:00,11
Notuv - Denk Pharma,2021-09-10 12:02:08,DMO_1001000,1203,Red Cross,Metformin,2022-02-09 08:00:00,21
Notuv - Denk Pharma,2021-09-11 21:56:14,DMO_1001000,1196,Red Cross,Metformin,2023-07-15 08:00:00,23
Notuv - Denk Pharma,2021-09-11 22:04:15,DMO_1001000,4231,Red Cross,Metformin,2022-06-30 08:00:00,33
Notuv - Denk Pharma,2021-09-11 22:18:49,DMO_1001000,1593,Bill Gates Foundation,Metformin,2023-03-01 08:00:00,8
Notuv - Denk Pharma,2021-09-12 18:08:58,DMO_1001000,2002,WHO,Metformin,2022-05-25 08:00:00,18
Notuv - Denk Pharma,2021-09-12 20:44:13,DMO_1001000,3252,WHO,Metformin,2022-04-04 08:00:00,24
Notuv - Denk Pharma,2021-09-13 10:07:16,DMO_1001000,4348,WHO,Metformin,2022-08-16 08:00:00,33
Notuv - Denk Pharma,2021-09-13 13:20:00,DMO_1001000,4449,Bill Gates Foundation,Metformin,2022-04-05 08:00:00,29
Notuv - Denk Pharma,2021-09-13 15:49:41,DMO_1001000,3164,WHO,Metformin,2021-11-03 08:00:00,11
Notuv - Denk Pharma,2021-09-13 18:58:59,DMO_1001000,4604,Red Cross,Metformin,2022-09-02 08:00:00,16
Notuv - Denk Pharma,2021-09-13 21:29:25,DMO_1001000,3960,Bill Gates Foundation,Metformin,2023-05-31 08:00:00,21
Notuv - Denk Pharma,2021-09-13 22:33:43,DMO_1001000,1926,WHO,Metformin,2023-06-15 08:00:00,14
Notuv - Denk Pharma,2021-09-14 15:32:44,DMO_1001000,1411,WHO,Metformin,2022-12-02 08:00:00,26
Notuv - Denk Pharma,2021-09-14 18:22:24,DMO_1001000,1843,Bill Gates Foundation,Metformin,2023-01-18 08:00:00,39
Notuv - Denk Pharma,2021-09-14 20:19:47,DMO_1001000,1855,Red Cross,Metformin,2022-08-08 08:00:00,36
Notuv - Denk Pharma,2021-09-14 20:52:55,DMO_1001000,2129,Bill Gates Foundation,Metformin,2022-10-13 08:00:00,25
Notuv - Denk Pharma,2021-09-14 21:09:59,DMO_1001000,3419,Bill Gates Foundation,Metformin,2023-07-09 08:00:00,49
Notuv - Denk Pharma,2021-09-15 00:50:45,DMO_1001000,1964,WHO,Metformin,2021-11-04 08:00:00,24
Notuv - Denk Pharma,2021-09-15 20:05:49,DMO_1001000,4364,Red Cross,Metformin,2022-06-17 08:00:00,44
Notuv - Denk Pharma,2021-09-15 22:21:27,DMO_1001000,1198,WHO,Metformin,2022-11-27 08:00:00,14
Notuv - Denk Pharma,2021-09-16 08:09:45,DMO_1001000,2098,Red Cross,Metformin,2022-06-20 08:00:00,28
Notuv - Denk Pharma,2021-09-16 08:12:14,DMO_1001000,3418,WHO,Metformin,2022-03-28 08:00:00,16
Notuv - Denk Pharma,2021-09-16 19:01:13,DMO_1001000,1421,Red Cross,Metformin,2021-11-10 08:00:00,21
Notuv - Denk Pharma,2021-09-17 04:13:17,DMO_1001000,3811,Red Cross,Metformin,2023-01-25 08:00:00,1
Notuv - Denk Pharma,2021-09-17 16:41:34,DMO_1001000,4018,WHO,Metformin,2023-06-15 08:00:00,15
Notuv - Denk Pharma,2021-09-17 18:33:35,DMO_1001000,2095,WHO,Metformin,2023-02-15 08:00:00,33
Notuv - Denk Pharma,2021-09-17 19:36:06,DMO_1001000,2364,Red Cross,Metformin,2022-05-18 08:00:00,15
Notuv - Denk Pharma,2021-09-18 02:54:00,DMO_1001000,2985,WHO,Metformin,2022-09-13 08:00:00,13
Notuv - Denk Pharma,2021-09-18 03:33:15,DMO_1001000,2939,Red Cross,Metformin,2022-06-02 08:00:00,34
Notuv - Denk Pharma,2021-09-18 12:10:34,DMO_1001000,4526,Red Cross,Metformin,2022-03-21 08:00:00,37
Notuv - Denk Pharma,2021-09-18 13:37:48,DMO_1001000,4680,Bill Gates Foundation,Metformin,2022-02-02 08:00:00,40
Notuv - Denk Pharma,2021-09-18 18:28:10,DMO_1001000,3677,Red Cross,Metformin,2021-12-29 08:00:00,35
Notuv - Denk Pharma,2021-09-19 01:18:52,DMO_1001000,1240,WHO,Metformin,2022-02-06 08:00:00,8
Notuv - Denk Pharma,2021-09-19 02:36:06,DMO_1001000,2528,Red Cross,Metformin,2022-03-05 08:00:00,25
Notuv - Denk Pharma,2021-09-19 05:42:04,DMO_1001000,2092,Red Cross,Metformin,2022-05-12 08:00:00,4
Notuv - Denk Pharma,2021-09-19 13:13:44,DMO_1001000,3894,WHO,Metformin,2022-08-10 08:00:00,27
Notuv - Denk Pharma,2021-09-19 14:36:20,DMO_1001000,2751,Bill Gates Foundation,Metformin,2022-09-12 08:00:00,5
Notuv - Denk Pharma,2021-09-19 19:58:07,DMO_1001000,4658,Red Cross,Metformin,2023-04-05 08:00:00,16
Notuv - Denk Pharma,2021-09-20 02:22:20,DMO_1001000,1378,WHO,Metformin,2022-08-02 08:00:00,26
Notuv - Denk Pharma,2021-09-20 08:37:18,DMO_1001000,4879,Bill Gates Foundation,Metformin,2022-08-21 08:00:00,39
Notuv - Denk Pharma,2021-09-21 15:49:44,DMO_1001000,2499,Red Cross,Metformin,2022-08-09 08:00:00,42
Notuv - Denk Pharma,2021-09-22 00:19:44,DMO_1001000,2198,Bill Gates Foundation,Metformin,2022-08-28 08:00:00,13
Notuv - Denk Pharma,2021-09-22 01:46:33,DMO_1001000,1192,Red Cross,Metformin,2022-12-03 08:00:00,31
Notuv - Denk Pharma,2021-09-22 03:43:17,DMO_1001000,2568,Red Cross,Metformin,2022-01-21 08:00:00,35
Notuv - Denk Pharma,2021-09-22 05:44:42,DMO_1001000,3605,Bill Gates Foundation,Metformin,2022-05-27 08:00:00,38
Notuv - Denk Pharma,2021-09-22 13:54:00,DMO_1001000,1244,WHO,Metformin,2022-08-26 08:00:00,40
Notuv - Denk Pharma,2021-09-23 03:57:41,DMO_1001000,1619,Red Cross,Metformin,2022-06-18 08:00:00,35
Notuv - Denk Pharma,2021-09-23 04:01:52,DMO_1001000,4506,Red Cross,Metformin,2023-07-08 08:00:00,61
Notuv - Denk Pharma,2021-09-23 16:19:46,DMO_1001000,1652,Bill Gates Foundation,Metformin,2022-08-09 08:00:00,20
Notuv - Denk Pharma,2021-09-23 23:26:22,DMO_1001000,1633,Bill Gates Foundation,Metformin,2021-12-12 08:00:00,51
Notuv - Denk Pharma,2021-09-24 16:00:10,DMO_1001000,2217,WHO,Metformin,2021-11-15 08:00:00,14
Notuv - Denk Pharma,2021-09-24 17:24:00,DMO_1001000,4596,Red Cross,Metformin,2023-07-06 08:00:00,15
Notuv - Denk Pharma,2021-09-24 17:52:50,DMO_1001000,3570,Red Cross,Metformin,2023-05-04 08:00:00,30
Notuv - Denk Pharma,2021-09-24 19:57:22,DMO_1001000,3085,Bill Gates Foundation,Metformin,2022-11-03 08:00:00,37
Notuv - Denk Pharma,2021-09-25 02:26:40,DMO_1001000,2932,Red Cross,Metformin,2022-08-27 08:00:00,14
Notuv - Denk Pharma,2021-09-25 06:37:32,DMO_1001000,3323,Red Cross,Metformin,2022-09-15 08:00:00,47
Notuv - Denk Pharma,2021-09-25 11:04:16,DMO_1001000,3661,Bill Gates Foundation,Metformin,2023-03-27 08:00:00,4
Notuv - Denk Pharma,2021-09-26 05:51:18,DMO_1001000,4765,Red Cross,Metformin,2022-03-17 08:00:00,15
Notuv - Denk Pharma,2021-09-26 11:18:58,DMO_1001000,4029,WHO,Metformin,2023-02-09 08:00:00,49
Notuv - Denk Pharma,2021-09-26 12:31:56,DMO_1001000,1295,Bill Gates Foundation,Metformin,2022-08-08 08:00:00,27
Notuv - Denk Pharma,2021-09-26 21:17:52,DMO_1001000,4530,WHO,Metformin,2022-06-08 08:00:00,17
Notuv - Denk Pharma,2021-09-27 01:14:46,DMO_1001000,2239,WHO,Metformin,2022-03-31 08:00:00,13
Notuv - Denk Pharma,2021-09-27 05:34:48,DMO_1001000,4453,Bill Gates Foundation,Metformin,2022-01-02 08:00:00,1
Notuv - Denk Pharma,2021-09-27 22:41:14,DMO_1001000,1955,Red Cross,Metformin,2021-10-31 08:00:00,15
Notuv - Denk Pharma,2021-09-28 05:34:53,DMO_1001000,3715,Bill Gates Foundation,Metformin,2023-07-07 08:00:00,33
Notuv - Denk Pharma,2021-09-28 20:12:32,DMO_1001000,3929,WHO,Metformin,2023-01-09 08:00:00,16
Notuv - Denk Pharma,2021-09-29 07:06:02,DMO_1001000,3939,WHO,Metformin,2022-12-02 08:00:00,22
Notuv - Denk Pharma,2021-09-29 07:34:46,DMO_1001000,2122,Bill Gates Foundation,Metformin,2022-02-06 08:00:00,37
Notuv - Denk Pharma,2021-09-29 18:38:55,DMO_1001000,4437,WHO,Metformin,2022-08-17 08:00:00,33
Notuv - Denk Pharma,2021-09-30 01:58:25,DMO_1001000,2116,Red Cross,Metformin,2022-05-14 08:00:00,60
Notuv - Denk Pharma,2021-09-30 16:40:40,DMO_1001000,3721,Bill Gates Foundation,Metformin,2022-09-03 08:00:00,35
Notuv - Denk Pharma,2021-09-30 17:57:54,DMO_1001000,2573,Red Cross,Metformin,2022-03-25 08:00:00,20
Notuv - Denk Pharma,2021-09-30 20:10:14,DMO_1001000,4178,Bill Gates Foundation,Metformin,2022-10-13 08:00:00,24
Notuv - Denk Pharma,2021-09-30 21:22:49,DMO_1001000,2264,WHO,Metformin,2023-05-05 08:00:00,45
Notuv - Denk Pharma,2021-10-01 04:08:37,DMO_1001000,3615,Bill Gates Foundation,Metformin,2021-12-26 08:00:00,17
Notuv - Denk Pharma,2021-10-01 05:27:57,DMO_1001000,3355,WHO,Metformin,2022-08-29 08:00:00,9
Notuv - Denk Pharma,2021-10-01 11:35:24,DMO_1001000,1799,Red Cross,Metformin,2022-04-03 08:00:00,23
Notuv - Denk Pharma,2021-10-01 14:43:47,DMO_1001000,4398,Red Cross,Metformin,2022-10-24 08:00:00,4
Notuv - Denk Pharma,2021-10-01 18:00:13,DMO_1001000,4870,WHO,Metformin,2023-06-24 08:00:00,38
Notuv - Denk Pharma,2021-10-01 20:02:22,DMO_1001000,1987,Bill Gates Foundation,Metformin,2022-07-05 08:00:00,2
Notuv - Denk Pharma,2021-10-02 00:21:38,DMO_1001000,1448,Red Cross,Metformin,2022-10-27 08:00:00,38
Notuv - Denk Pharma,2021-10-02 01:25:35,DMO_1001000,1284,Red Cross,Metformin,2023-02-10 08:00:00,50
Notuv - Denk Pharma,2021-10-02 01:31:54,DMO_1001000,2272,WHO,Metformin,2022-07-22 08:00:00,54
Notuv - Denk Pharma,2021-10-02 03:13:14,DMO_1001000,1603,Red Cross,Metformin,2022-01-27 08:00:00,63
Notuv - Denk Pharma,2021-10-02 03:16:38,DMO_1001000,4091,WHO,Metformin,2022-05-12 08:00:00,36
Notuv - Denk Pharma,2021-10-02 11:29:04,DMO_1001000,4575,Bill Gates Foundation,Metformin,2021-11-30 08:00:00,9
Notuv - Denk Pharma,2021-10-02 11:53:46,DMO_1001000,3371,Red Cross,Metformin,2022-06-23 08:00:00,17
Notuv - Denk Pharma,2021-10-02 22:24:03,DMO_1001000,2049,Bill Gates Foundation,Metformin,2022-07-14 08:00:00,28
Notuv - Denk Pharma,2021-10-02 23:55:29,DMO_1001000,2552,Red Cross,Metformin,2023-03-23 08:00:00,29
Notuv - Denk Pharma,2021-10-03 04:15:08,DMO_1001000,2897,Red Cross,Metformin,2022-09-25 08:00:00,34
Notuv - Denk Pharma,2021-10-03 19:35:27,DMO_1001000,2523,WHO,Metformin,2023-01-21 08:00:00,32
Notuv - Denk Pharma,2021-10-03 20:25:48,DMO_1001000,2595,WHO,Metformin,2022-02-02 08:00:00,39
Notuv - Denk Pharma,2021-10-04 02:17:13,DMO_1001000,2289,Bill Gates Foundation,Metformin,2023-07-02 08:00:00,48
Notuv - Denk Pharma,2021-10-04 05:52:30,DMO_1001000,2210,Red Cross,Metformin,2021-11-26 08:00:00,10
Notuv - Denk Pharma,2021-10-04 14:35:37,DMO_1001000,2012,Red Cross,Metformin,2022-05-06 08:00:00,15
Notuv - Denk Pharma,2021-10-05 03:11:50,DMO_1001000,4118,Bill Gates Foundation,Metformin,2022-01-08 08:00:00,26
Notuv - Denk Pharma,2021-10-05 07:34:16,DMO_1001000,4951,Red Cross,Metformin,2023-02-26 08:00:00,30
Notuv - Denk Pharma,2021-10-06 06:17:00,DMO_1001000,1839,Red Cross,Metformin,2022-06-24 08:00:00,41
Notuv - Denk Pharma,2021-10-06 12:39:31,DMO_1001000,3306,WHO,Metformin,2022-08-23 08:00:00,21
Notuv - Denk Pharma,2021-10-06 13:55:35,DMO_1001000,2080,Red Cross,Metformin,2022-04-09 08:00:00,28
Notuv - Denk Pharma,2021-10-06 23:40:37,DMO_1001000,4856,Red Cross,Metformin,2022-03-11 08:00:00,5
Notuv - Denk Pharma,2021-10-07 00:55:09,DMO_1001000,4338,WHO,Metformin,2023-07-20 08:00:00,10
Notuv - Denk Pharma,2021-10-07 02:41:53,DMO_1001000,1359,WHO,Metformin,2022-12-23 08:00:00,41
Notuv - Denk Pharma,2021-10-07 12:05:42,DMO_1001000,4937,WHO,Metformin,2023-05-07 08:00:00,15
Notuv - Denk Pharma,2021-10-07 15:02:23,DMO_1001000,2944,Bill Gates Foundation,Metformin,2022-10-30 08:00:00,1
Notuv - Denk Pharma,2021-10-07 18:14:05,DMO_1001000,1973,WHO,Metformin,2023-07-04 08:00:00,1
Notuv - Denk Pharma,2021-10-08 06:21:07,DMO_1001000,3610,WHO,Metformin,2022-03-31 08:00:00,16
Notuv - Denk Pharma,2021-10-08 12:10:25,DMO_1001000,4317,Bill Gates Foundation,Metformin,2022-04-15 08:00:00,15
Notuv - Denk Pharma,2021-10-08 13:30:58,DMO_1001000,2979,Bill Gates Foundation,Metformin,2023-05-08 08:00:00,33
Notuv - Denk Pharma,2021-10-08 18:25:40,DMO_1001000,2834,WHO,Metformin,2022-10-16 08:00:00,8
Notuv - Denk Pharma,2021-10-08 23:44:31,DMO_1001000,3260,Bill Gates Foundation,Metformin,2023-07-23 08:00:00,38
Notuv - Denk Pharma,2021-10-09 02:05:19,DMO_1001000,2805,Bill Gates Foundation,Metformin,2022-09-19 08:00:00,45
Notuv - Denk Pharma,2021-10-09 04:14:04,DMO_1001000,3132,Red Cross,Metformin,2022-06-30 08:00:00,25
Notuv - Denk Pharma,2021-10-09 05:01:22,DMO_1001000,3731,Bill Gates Foundation,Metformin,2023-03-23 08:00:00,41
Notuv - Denk Pharma,2021-10-09 05:41:43,DMO_1001000,2759,Red Cross,Metformin,2022-07-15 08:00:00,34
Notuv - Denk Pharma,2021-10-09 09:43:34,DMO_1001000,2490,WHO,Metformin,2021-12-08 08:00:00,35
Notuv - Denk Pharma,2021-10-09 10:33:05,DMO_1001000,3153,Red Cross,Metformin,2022-11-22 08:00:00,9
Notuv - Denk Pharma,2021-10-09 10:40:47,DMO_1001000,2576,WHO,Metformin,2022-03-29 08:00:00,41
Notuv - Denk Pharma,2021-10-09 13:05:04,DMO_1001000,1118,Red Cross,Metformin,2022-01-11 08:00:00,14
